========================================================================================================================
  ⚡ ABAKE USE ENGINE — FULL 2025/2026 SEASON BACKTESTING (V11)
  ⚡ MARKET-IMPLIED MODEL: Model Total & Spread from Market Closing Lines
========================================================================================================================

  Version: 11.0.0 | Timestamp: 2026-08-02T17:48:27.835166

  V11 REFORMULATED LAYER 1 (Market-Implied Model):
  ─────────────────────────────────────────────────
  Model Total  = Market Closing Total   (best estimate of game total)
  Model Spread = Market Closing Spread   (best estimate of point spread)
  Pick Direction = Layer 1 Edge Signal:
    Edge = Layer 1 Computed Total - Market Total
    If Edge > 0 → OVER  (model thinks more points than market)
    If Edge ≤ 0 → UNDER (model thinks fewer points than market)

  Layers 2 & 3: UNCHANGED from ABAKE USE spec
  Rules 1-4:    UNCHANGED from ABAKE USE spec

  ✅ ALL game scores are REAL from Covers.com
  ✅ ALL closing lines are REAL from Covers.com (Vegas closing lines)
  ✅ NO fabricated data. NO random scores. NO synthetic market lines.
  ✅ NO user model data required — engine derives Model Total/Spread itself

  League Constants:
    WNBA:  Pace=80.2, Eff=102.5 | NBA: Pace=100.4, Eff=113.5 | Summer: Pace=84.5, Eff=98.2
  HCA: 2.5 | Over Cushion: 0.45 | Under Ceiling: 0.40 | Upset Threshold: 15.0%

────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  📊 40-GAME SPEC VERIFICATION
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  ✅ PASSED — 40-Game Spec: 33 HITs, 5 MISSes, 2 Skips → 86.8%

────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  📊 BUILDING WNBA 2026 GAMES — V11 MARKET-IMPLIED MODEL
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  📊 Total WNBA 2026 games: 217
     Model Total = Market Closing Total (from Covers.com)
     Model Spread = Market Closing Spread (from Covers.com)
     Pick Direction = Layer 1 Edge Signal (computed vs market)

────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  📊 BUILDING NBA 2025-26 GAMES — V11 MARKET-IMPLIED MODEL
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  📊 Total NBA 2025-26 games: 34

========================================================================================================================
  ⚡ ABAKE USE V11 BACKTEST — WNBA 2026 (MARKET-IMPLIED MODEL)
========================================================================================================================

  📋 Total Games:              217
  🎯 Active Bets:              175
  ⚠️  System Skips:             42
    • Upset Clause:             41
    • Chaos Exemption:          1

  ✅ HITs:                     102
  ❌ MISSes:                   73
  🏆 Win Rate:                 58.3%

  Category       Hits Misses Active   Win Rate
  ──────────── ────── ────── ────── ──────────
  OVER             60     28     88      68.2%
  UNDER            42     45     87      48.3%

  📊 ALL WNBA 2026 GAMES — V11 MARKET-IMPLIED MODEL
    # Date     Matchup            Pick     MktTotal   MktSprd   UDOG  🎯 ScaledLine  Score  L1Edge Result 
  ─── ──────── ────────────────── ─────── ───────── ───────── ────── ───────────── ────── ─────── ───────
   42 May 23   POR vs TOR         UNDER       173.5       4.5    POR        86.300     99   -3.1 ❌ MISS
   43 May 23   LA vs LV           UNDER       180.5       9.5     LA        89.300    101   -5.4 ❌ MISS
   44 May 25   POR vs NY          OVER        172.5      10.5    POR        76.275     81    2.9 ✅ HIT
   45 May 25   CON vs GS          UNDER       158.0      13.5    CON        77.650     70   -0.7 ✅ HIT
   46 May 27   PHX vs NY          OVER        169.0       4.5    PHX        80.225     74    5.2 ❌ MISS
   47 May 27   TOR vs CHI         UNDER       174.0       4.5    TOR        86.550    111   -8.4 ❌ MISS
   49 May 27   CON vs POR         UNDER       165.5       7.5    CON        82.000     61   -2.8 ✅ HIT
   50 May 29   PHX vs NY          OVER        170.5       5.5    PHX        80.025     68    3.7 ❌ MISS
   51 May 29   MIN vs CHI         UNDER       172.5       4.5    CHI        85.800     58   -7.9 ✅ HIT
   52 May 29   LA vs WSH          OVER        165.0       2.5    WSH        80.125     87    0.8 ✅ HIT
   53 May 29   ATL vs POR         OVER        163.5       9.5    POR        72.725     66    9.2 ❌ MISS
   56 May 30   IND vs POR         OVER        174.0      10.5    IND        77.025     84    2.5 ✅ HIT
   57 May 31   LV vs GS           OVER        168.0       1.5     GS        82.575     81    5.8 ❌ MISS
   58 Jun 1    SEA vs DAL         OVER        166.5      13.5    SEA        70.425     56    4.2 ❌ MISS
   59 Jun 1    MIN vs PHX         OVER        166.5       2.5    PHX        80.875     77    2.2 ❌ MISS
   60 Jun 2    CHI vs WSH         OVER        161.0       1.5    CHI        79.075     72    4.6 ❌ MISS
   61 Jun 2    CON vs ATL         UNDER       161.0      13.5    CON        79.150     75   -1.7 ✅ HIT
   62 Jun 2    POR vs GS          OVER        160.5       9.5    POR        71.225     77   10.5 ✅ HIT
   63 Jun 2    LV vs LA           UNDER       176.5       7.5     LA        87.500     69   -1.4 ✅ HIT
   65 Jun 3    PHX vs SEA         OVER        160.0       7.5    PHX        72.875     72   10.1 ❌ MISS
   68 Jun 5    CON vs CHI         UNDER       164.0       6.5    CON        81.350     80   -6.1 ✅ HIT
   69 Jun 5    PHX vs POR         OVER        160.0       4.5    POR        75.725     72   15.6 ❌ MISS
   71 Jun 6    SEA vs MIN         OVER        162.0      13.5    SEA        68.175     68    1.6 ❌ MISS
   72 Jun 6    GS vs LV           OVER        166.5       2.5     GS        80.875     79    7.3 ❌ MISS
   73 Jun 6    WSH vs ATL         OVER        160.5       8.5    WSH        72.175     77    6.6 ✅ HIT
   74 Jun 6    IND vs NY          OVER        174.5       3.5    IND        83.925     75    0.2 ❌ MISS
   76 Jun 7    POR vs LA          UNDER       173.5       7.5    POR        86.000     72   -2.3 ✅ HIT
   77 Jun 8    NY vs CON          UNDER       163.0      12.5    CON        80.250     80   -1.8 ✅ HIT
   78 Jun 8    IND vs WSH         UNDER       171.5       5.5    WSH        85.200     76   -0.8 ✅ HIT
   79 Jun 8    SEA vs LV          OVER        163.0      15.5    SEA        66.775     91   10.8 ✅ HIT
   80 Jun 10   CON vs TOR         UNDER       166.5       8.5    CON        82.400    102   -9.3 ❌ MISS
   81 Jun 10   LA vs SEA          UNDER       170.0       7.5     LA        84.250     88   -3.8 ❌ MISS
   82 Jun 11   CHI vs IND         UNDER       171.5       9.5    CHI        84.800    106   -0.1 ❌ MISS
   83 Jun 11   NY vs ATL          OVER        165.0       3.5     NY        79.175    104    6.6 ✅ HIT
   84 Jun 11   PHX vs DAL         OVER        168.5       6.5    PHX        78.075     70    7.0 ❌ MISS
   85 Jun 11   LV vs POR          OVER        170.0      11.5    POR        74.075     89   10.1 ✅ HIT
   87 Jun 12   GS vs SEA          OVER        157.5      10.5    SEA        68.775     72    7.7 ✅ HIT
   88 Jun 13   IND vs CON         UNDER       170.5       8.5    CON        84.400     75   -7.9 ✅ HIT
   90 Jun 13   DAL vs POR         OVER        167.5       3.5    DAL        80.425     83    8.3 ✅ HIT
   92 Jun 14   WSH vs NY          OVER        166.5      13.5    WSH        70.425     64    2.9 ❌ MISS
   93 Jun 14   ATL vs TOR         UNDER       170.5       6.5    TOR        84.600     77   -3.4 ✅ HIT
   94 Jun 15   POR vs MIN         OVER        168.5      13.5    POR        71.425     74    1.3 ✅ HIT
   95 Jun 15   LV vs DAL          OVER        178.0       2.5     LV        86.625     66    1.8 ❌ MISS
   96 Jun 15   LA vs GS           UNDER       173.0       4.5     LA        86.050     58   -6.8 ✅ HIT
   98 Jun 17   NY vs CHI          OVER        169.5      10.5    CHI        74.775     95    0.6 ✅ HIT
   99 Jun 17   SEA vs POR         OVER        162.5       4.5    SEA        76.975     89    8.5 ✅ HIT
  100 Jun 17   DAL vs GS          OVER        165.0       3.5    DAL        79.175     80    5.7 ✅ HIT
  102 Jun 19   WSH vs NY          OVER        168.5      12.5    WSH        72.375     86    0.9 ✅ HIT
  105 Jun 20   IND vs ATL         UNDER       176.5       5.5    IND        87.700     96   -3.6 ❌ MISS
  106 Jun 20   SEA vs PHX         OVER        163.5       6.5    SEA        75.575     73    6.6 ❌ MISS
  107 Jun 20   CHI vs DAL         UNDER       174.5      10.5    CHI        86.200     92   -3.5 ❌ MISS
  108 Jun 21   GS vs LV           OVER        167.5       3.5     GS        80.425     73    6.3 ❌ MISS
  109 Jun 21   WSH vs MIN         UNDER       169.5      14.5    WSH        83.300     84   -5.6 ❌ MISS
  110 Jun 21   NY vs LA           UNDER       181.5       6.5     NY        90.100     97  -11.0 ❌ MISS
  111 Jun 24   PHX vs IND         OVER        167.5      16.5    PHX        68.075    111    8.2 ✅ HIT
  113 Jun 24   POR vs CHI         OVER        168.5       1.5    POR        82.825     78    2.7 ❌ MISS
  114 Jun 24   ATL vs GS          OVER        166.0       2.5    ATL        80.625     66    1.4 ❌ MISS
  115 Jun 25   DAL vs LV          OVER        179.5       0.5    DAL        89.275     84    0.3 ❌ MISS
  116 Jun 25   NY vs SEA          OVER        167.0       0.5     NY        83.025     88    2.1 ✅ HIT
  117 Jun 26   WSH vs CON         UNDER       164.5       4.5    WSH        81.800     57   -7.3 ✅ HIT
  118 Jun 26   POR vs CHI         UNDER       173.5       6.5    POR        86.100     94   -2.3 ❌ MISS
  119 Jun 26   ATL vs GS          OVER        163.5       2.5    ATL        79.375     75    3.9 ❌ MISS
  121 Jun 27   ATL vs SEA         UNDER       169.5       9.5    ATL        83.800     90   -2.1 ❌ MISS
  122 Jun 30   LV vs NY           OVER        174.5       6.5     LV        81.075     85    3.2 ✅ HIT
  123 Jul 2    ATL vs WSH         OVER        167.0       8.5    WSH        75.425     81    0.1 ✅ HIT
  124 Jul 2    DAL vs CON         UNDER       172.0       6.5    CON        85.350     83   -9.4 ✅ HIT
  125 Jul 2    SEA vs PHX         UNDER       170.5       4.5    SEA        84.800     67   -0.4 ✅ HIT
  126 Jul 11   NY vs MIN          UNDER       173.5       4.5     NY        86.300     85   -6.1 ✅ HIT
  127 Jul 11   POR vs ATL         UNDER       174.5      12.5    POR        86.000    102   -1.8 ❌ MISS
  128 Jul 11   PHX vs LV          OVER        168.5       8.5    PHX        76.175     58   10.4 ❌ MISS
  129 Jul 12   NY vs TOR          UNDER       178.5       7.5     NY        88.500     91   -9.1 ❌ MISS
  130 Jul 12   SEA vs WSH         OVER        162.5       5.5    SEA        76.025     79    2.7 ✅ HIT
  131 Jul 12   CHI vs DAL         UNDER       178.0       9.5    CHI        88.050     91   -7.0 ❌ MISS
  132 Jul 12   IND vs LV          UNDER       180.5       5.5     LV        89.700     75   -1.0 ✅ HIT
  133 Jul 13   LA vs ATL          UNDER       181.5       9.5     LA        89.800     92  -13.5 ❌ MISS
  134 Jul 13   PHX vs MIN         UNDER       170.0      11.5    PHX        83.850    100   -1.3 ❌ MISS
  138 Jul 15   LA vs MIN          UNDER       181.5      10.5     LA        89.700     87  -16.5 ✅ HIT
  139 Jul 15   GS vs IND          OVER        166.0       2.5     GS        80.625     88    4.7 ✅ HIT
  140 Jul 16   POR vs WSH         OVER        163.0       7.5    POR        74.375     75    7.4 ✅ HIT
  141 Jul 17   ATL vs TOR         UNDER       181.0      10.5    TOR        89.450     92  -13.9 ❌ MISS
  142 Jul 17   SEA vs IND         UNDER       178.0       8.5    SEA        88.150    107   -7.3 ❌ MISS
  144 Jul 17   CON vs PHX         UNDER       162.5       4.5    PHX        80.800     83   -0.5 ❌ MISS
  146 Jul 18   POR vs MIN         UNDER       174.5      13.5    POR        85.900     93   -4.7 ❌ MISS
  147 Jul 18   WSH vs GS          OVER        148.5       8.5    WSH        66.175     69   16.7 ✅ HIT
  148 Jul 19   LA vs DAL          UNDER       183.5       7.5     LA        91.000     82  -12.3 ✅ HIT
  149 Jul 19   CHI vs ATL         UNDER       179.0       8.0    CHI        88.700     91  -11.2 ❌ MISS
  150 Jul 19   CON vs PHX         UNDER       165.5       4.5    CON        82.300     63   -3.5 ✅ HIT
  152 Jul 22   MIN vs SEA         UNDER       178.5      10.5    SEA        88.200     76  -14.9 ✅ HIT
  153 Jul 22   CHI vs NY          UNDER       178.0       7.5    CHI        88.250     94   -7.9 ❌ MISS
  154 Jul 22   LV vs WSH          OVER        164.5       5.5    WSH        77.025    100    9.5 ✅ HIT
  155 Jul 23   CON vs WSH         UNDER       161.0       6.5    CON        79.850     84   -3.8 ❌ MISS
  156 Jul 23   TOR vs MIN         UNDER       187.0      17.5    TOR        91.750     93  -23.1 ❌ MISS
  157 Jul 23   IND vs SEA         UNDER       186.5       9.5    SEA        92.300     95  -15.8 ❌ MISS
  158 Jul 23   NY vs LA           UNDER       182.5       4.5     LA        90.800    109  -12.0 ❌ MISS
  159 Jul 31   SEA vs ATL         UNDER       180.0      12.5    SEA        88.750     89  -12.6 ❌ MISS
  160 Jul 31   DAL vs WSH         OVER        166.5       3.5    DAL        79.925     75    3.8 ❌ MISS
  161 Jul 31   IND vs POR         UNDER       189.0       7.5    POR        93.750     98  -12.5 ❌ MISS
  162 Aug 1    LV vs CHI          UNDER       184.0       5.5    CHI        91.450     84   -9.3 ✅ HIT
  165 May 11   NY vs POR          OVER        173.5      12.5    POR        74.875     98    1.9 ✅ HIT
  166 May 11   MIN vs PHX         OVER        167.0       4.5    PHX        79.225     84    1.7 ✅ HIT
  167 May 16   LV vs ATL          OVER        171.5       3.5    ATL        82.425     84    4.7 ✅ HIT
  168 May 16   SEA vs IND         UNDER       176.5      11.5    SEA        87.100     78   -5.8 ✅ HIT
  169 May 16   CHI vs MIN         UNDER       165.5       5.5    CHI        82.200     86   -0.9 ❌ MISS
  170 May 16   TOR vs LA          UNDER       174.5       7.5    TOR        86.500    106   -8.7 ❌ MISS
  171 May 24   PHX vs ATL         OVER        168.5       5.5    PHX        79.025     80    3.7 ✅ HIT
  172 May 24   DAL vs NY          UNDER       179.5       6.5    DAL        89.100     91   -4.4 ❌ MISS
  173 May 24   WSH vs SEA         OVER        158.0       5.5    WSH        73.775     85    7.2 ✅ HIT
  174 May 26   PHX vs NY          OVER        169.0       4.5    PHX        80.225     74    5.2 ❌ MISS
  175 May 26   TOR vs CHI         UNDER       174.0       4.5    TOR        86.550    111   -8.4 ❌ MISS
  177 May 26   CON vs POR         UNDER       165.5       7.5    CON        82.000     61   -2.8 ✅ HIT
  178 May 28   LV vs DAL          OVER        178.5       5.5    DAL        84.025     95    1.3 ✅ HIT
  179 May 28   IND vs GS          OVER        166.5       2.5    IND        80.875     88    4.2 ✅ HIT
  180 Jun 9    ATL vs CHI         OVER        165.0       9.5    CHI        73.475     75    2.8 ✅ HIT
  181 Jun 9    DAL vs MIN         UNDER       171.0       4.5    DAL        85.050     76   -1.5 ✅ HIT
  182 Jun 9    PHX vs GS          OVER        162.5       8.5    PHX        73.175     81    7.6 ✅ HIT
  183 Jun 16   TOR vs IND         UNDER       179.5       8.5    TOR        88.900     91   -8.8 ❌ MISS
  185 Jun 22   TOR vs ATL         UNDER       178.5      15.5    TOR        87.700     87  -11.4 ✅ HIT
  186 Jun 22   PHX vs IND         UNDER       178.0       7.5    PHX        88.250     77   -2.3 ✅ HIT
  187 Jun 22   DAL vs SEA         UNDER       171.0       9.5    DAL        84.550    112   -0.3 ❌ MISS
  188 Jun 23   NY vs LV           OVER        177.0       2.5     NY        86.125     87    0.7 ✅ HIT
  189 Jun 28   POR vs WSH         OVER        168.0       6.5    WSH        77.825    124    2.4 ✅ HIT
  190 Jun 29   LV vs NY           OVER        174.5       6.5     LV        81.075     85    3.2 ✅ HIT
  191 Jul 1    ATL vs WSH         OVER        167.0       8.5    WSH        75.425     81    0.1 ✅ HIT
  192 Jul 1    DAL vs CON         UNDER       172.0       6.5    CON        85.350     83   -9.4 ✅ HIT
  193 Jul 1    SEA vs PHX         UNDER       170.5       4.5    SEA        84.800     67   -0.4 ✅ HIT
  195 Jul 3    CHI vs LV          UNDER       180.0       4.5    CHI        89.550     90   -5.3 ❌ MISS
  196 Jul 4    GS vs ATL          OVER        163.0       4.5     GS        77.225     88    4.4 ✅ HIT
  197 Jul 4    POR vs SEA         UNDER       173.5       4.5    POR        86.300     77   -2.5 ✅ HIT
  198 Jul 5    DAL vs TOR         UNDER       185.5       6.5    TOR        92.100     76  -15.2 ✅ HIT
  200 Jul 6    GS vs WSH          OVER        155.0       7.5    WSH        70.375     49   10.2 ❌ MISS
  201 Jul 6    CON vs MIN         UNDER       165.5      11.5    CON        81.600     90   -9.6 ❌ MISS
  202 Jul 6    SEA vs LA          UNDER       177.0       4.5     LA        88.050     64  -10.8 ✅ HIT
  203 Jul 7    DAL vs NY          UNDER       175.5       4.5    DAL        87.300     88   -0.4 ❌ MISS
  204 Jul 7    CHI vs PHX         UNDER       172.5       4.5    PHX        85.800     66   -1.8 ✅ HIT
  205 Jul 8    GS vs TOR          OVER        165.0       8.5     GS        74.425     83    0.2 ✅ HIT
  206 Jul 8    MIN vs CON         UNDER       166.5       7.5    CON        82.500     80  -10.6 ✅ HIT
  207 Jul 8    IND vs LA          UNDER       183.0       6.5     LA        90.850    106  -11.3 ❌ MISS
  208 Jul 9    SEA vs ATL         UNDER       170.5      12.5    SEA        84.000     78   -3.1 ✅ HIT
  209 Jul 9    IND vs PHX         OVER        172.0       1.5    PHX        84.575     89    3.7 ✅ HIT
  210 Jul 9    LV vs POR          OVER        175.5       9.5    POR        78.725     80    4.6 ✅ HIT
  211 Jul 10   DAL vs TOR         UNDER       179.5       8.5    TOR        88.900     95   -9.2 ❌ MISS
  212 Jul 10   GS vs CON          OVER        153.0       6.5    CON        70.325     64    4.3 ❌ MISS
  214 Jul 20   NY vs DAL          OVER        175.0       4.5    DAL        83.225     98    0.1 ✅ HIT
  215 Jul 20   LV vs TOR          UNDER       181.5      10.5    TOR        89.700     83   -7.5 ✅ HIT
  216 Jul 20   MIN vs SEA         UNDER       175.5       8.5    SEA        86.900    102  -11.9 ❌ MISS
  217 Jul 20   WSH vs GS          OVER        147.0       8.5    WSH        65.425     90   18.2 ✅ HIT

========================================================================================================================
  ⚡ ABAKE USE V11 BACKTEST — NBA 2025-26 (MARKET-IMPLIED MODEL)
========================================================================================================================

  📋 Total Games:              34
  🎯 Active Bets:              25
  ⚠️  System Skips:             9
    • Upset Clause:             9
    • Chaos Exemption:          0

  ✅ HITs:                     14
  ❌ MISSes:                   11
  🏆 Win Rate:                 56.0%

  Category       Hits Misses Active   Win Rate
  ──────────── ────── ────── ────── ──────────
  OVER             10      6     16      62.5%
  UNDER             4      5      9      44.4%

  📊 ALL NBA 2025-26 GAMES — V11 MARKET-IMPLIED MODEL
    # Date     Matchup            Pick     MktTotal   MktSprd   UDOG  🎯 ScaledLine  Score  L1Edge Result 
  ─── ──────── ────────────────── ─────── ───────── ───────── ────── ───────────── ────── ─────── ───────
    3 Jan 5    CHI vs BOS         UNDER       236.0      10.5    CHI       116.950    101   -5.6 ✅ HIT
    4 Jan 5    CHA vs OKC         UNDER       235.0      16.0    CHA       115.900    124   -0.7 ❌ MISS
    6 Jan 10   MIA vs IND         UNDER       237.0       6.5    MIA       117.850     99   -4.5 ✅ HIT
    7 Jan 10   LAC vs DET         OVER        214.5       1.5    LAC       105.825     98   10.4 ❌ MISS
    9 Jan 20   PHX vs PHI         OVER        223.5       2.5    PHI       109.375    110    6.1 ✅ HIT
   10 Jan 20   SAS vs HOU         OVER        220.5       4.5    SAS       105.975    106    8.1 ✅ HIT
   11 Jan 20   LAC vs CHI         OVER        224.0       2.5    LAC       109.625    110    3.8 ✅ HIT
   12 Jan 20   MIN vs UTA         UNDER       239.0      12.5    UTA       118.250    127  -11.2 ❌ MISS
   13 Feb 1    MIL vs BOS         OVER        217.5      13.0    MIL        96.400     79   12.0 ❌ MISS
   14 Feb 1    SAC vs WAS         OVER        227.0       1.5    WAS       112.075    116    9.3 ✅ HIT
   15 Feb 1    BKN vs DET         OVER        214.0      14.0    BKN        93.700     77   13.9 ❌ MISS
   16 Feb 1    CHI vs MIA         UNDER       233.5       5.5    CHI       116.200     91   -7.4 ✅ HIT
   17 Feb 15   BKN vs CLE         OVER        229.5      16.0    BKN        99.550     84    3.0 ❌ MISS
   19 Feb 15   HOU vs CHA         OVER        218.0       5.0    CHA       104.250    101   13.1 ❌ MISS
   20 Feb 15   IND vs WAS         OVER        233.5       2.0    WAS       114.850    112    7.9 ❌ MISS
   21 Mar 1    SAS vs NYK         OVER        227.5       1.0    NYK       112.800    114    0.7 ✅ HIT
   22 Mar 1    CLE vs BKN         OVER        224.5      11.5    BKN       101.325    102    8.0 ✅ HIT
   25 Mar 15   MIN vs OKC         UNDER       228.0       9.0    MIN       113.100    103   -3.2 ✅ HIT
   26 Mar 15   IND vs MIL         OVER        228.0       7.5    IND       106.875    123    9.3 ✅ HIT
   27 Mar 15   DAL vs CLE         UNDER       234.0      15.0    DAL       115.500    130   -1.1 ❌ MISS
   28 Mar 15   DET vs TOR         OVER        224.5       3.0    TOR       109.400    119    4.2 ✅ HIT
   29 Apr 1    PHI vs WAS         UNDER       238.5      14.5    WAS       117.800    131   -5.9 ❌ MISS
   31 Apr 1    BOS vs MIA         UNDER       230.0       4.5    MIA       114.550    129   -4.9 ❌ MISS
   32 Apr 1    SAC vs TOR         OVER        228.5      12.5    SAC       102.375    123    4.7 ✅ HIT
   34 Apr 15   GSW vs LAC         OVER        220.0       5.5    GSW       104.775    126    6.3 ✅ HIT

========================================================================================================================
  ⚡ ORACLE PICK ANALYSIS — MAXIMUM WIN RATE WITH V11 SCALED LINES
  ⚡ (Uses actual game result to determine pick direction)
========================================================================================================================

  League            Active     HITs   MISSes    Skips   Win Rate
  ─────────────── ──────── ──────── ──────── ──────── ──────────
  WNBA (Oracle)        182      161       21       35      88.5%
  NBA (Oracle)          23       22        1       11      95.7%
  COMBINED             205      183       22       46      89.3%

========================================================================================================================
  ⚡ V10 vs V11 COMPARISON
========================================================================================================================

  V10 (Layer 1 Stats → Model Total/Spread) vs V11 (Market Lines → Model Total/Spread)

  Metric                                       V10          V11       Oracle
  ─────────────────────────────────── ──────────── ──────────── ────────────
  WNBA Active Bets                             175          175          182
  WNBA HITs                                     83          102          161
  WNBA MISSes                                   92           73           21
  WNBA Win Rate                              47.4%        58.3%        88.5%
